index,clean_text
13459,very bad phone
13460,Don't go with the phone if you are love surfing poor battery life die so fast that you can't believe what you brought me note far more better in the battery and user interface customisation 
13461,"Awesome, nice phone  Lenovo much, much better than the redmi note nice performance thanks to amazon team one suggestion to amazon team, please make delivery fast as it took days for delivery after placing the order thanks once again "
13462,"It's a piece of amazing perfection, but its battery needs to be improved a bit as it heats up quite fast, don't worry when the phone gets heated like it's on a frying pan while it's charging that's common phenomenon "
13463,better but old type function
13464,"overall performance is good camera is worst clarity of the pixels are very low I was just browsing, playing game, then it is getting heated up a lot ram management is not good "
13465,poor network on go n Airtel g returned the next day 
13466,satisfied one 
13467,"please do not buy Lenovo k note, I am suffering from last months in between this time period I had attend Lenovo service center for times because of battery issue quick battery drain handset over heating to dig hand set hank after system update Orio still now those issues are not solved by them service center or Lenovo company I have also contract with Lenovo toll free number, but I did not get any kind of help only they are told me this issue is solvable but my question is when and how so my opinion is don't buy this phone if you do not want to face the problem "
13468,It's quite good
13469,good phone
13470,"battery is not charging in standby position so we have to switch off the handset then plug into charging always, there's an option or an error about this app has stopped working I don't know why it happens repeatedly please try to fix in this problem "
13471,superior camera quality nice and affordable budget phone 
13472,screen damage within warranty
13473,worrest product
13474,overall good phone dual camera is not that impressive and slightly heavy phone happy with battery backup no lagging issues front camera and rear camera is good 
13475,"extremely useless phone after using it there is no pro for this handset only on-screen mirror is there, but it doesn't work memory card slot is there, but frequently memory card get crashed and lost all data many times after updating phone hanging very badly automatically switched off many times due to the same loss of many dealspower on is very slow they say that this handset have gorilla glass my friend bought same model with me its display is now broken never buy this handset don't worth the price they are quotingcustomer support is very poor"
13476,It's too good I like this phone cool size and camera quality Dolby audio awam
13477,"hi it has been a month since I have using this product one problem that I am facing from the start of usage is the hanging nature of contacts and phone application the basic functionality expected of the device malfunctioning is an irritating at times, however the rest of the apps work fine even playing games doesn't cause any problem requesting for problem resolution from concerned "
13478,"android update not available device over heating problem network problem, etc. don't buy this mobile "
13479,my network is not working very bad response to Indian band network receptor worst 
13480,"both the seams not working with g lite mode also when the data is on only go SIM is working, but in Lenovo vibe k plus without data on incoming and outgoing call working l don't know how to solve permanently in future it will be solved through Ota update "
13481,good phone 
13482,worst product very much heating issues' battery is worst draining so fast fast charging is only a myth totally lying by a company no call recording and default video call support earpiece volume is also very low 
13483,"best mobile with good configuration at this price after using mobile for weeks, I'm writing this review most of the reviews are fake in my opinion Lenovo k note has good camera good battery life, no heat issue good display some  the drawbacks are slow charging it take more than an hour to charge from to percentage another one is no headset with mobile "
13484,as the phone heats up a bit too much it has only a single star rating for me 
13485,after using the product for three months found the following issues heats very much battery drains out very fast turbocharging takes a lot of time after an update will not recommend this product now earlier I felt this was a good product
13486,"nice phone, but don't expect much from dual back camera front camera is super "
13487,awesome phone with minor camera lag
13488,very bad
13489,not good as expected 
13490,nice product
13491,battery drains rapidly reboot timing is more no inbuilt media gallery options interface is not as expected
13492,not a good phone as expected heats too much and also there's a hanging problem
13493,nice mobile
13494,pls do not buy this Lenovo k note is totally lost of money mobile amazon cheat to my amazon send a mobile with problems do not buy pls
13495,hi friend I am having Lenovo k plus it's also awesome camera and processor speed awesome
13496,"one of the best phone for me, I like it "
13497,nice 
13498,after year use l be satisfied for this product heating problem solve camera little bit improve 
13499,very poor quality battery backup only writes mAh battery to attract people very worst product Samsung mAh battery backup much more batter than Lenovo k note 
13500,"first of all earphones are not provided with the phones, but what about its internal features Lenovo has done changes that we cannot record the call like in earlier models and as per the specifications instead being available on discount the phone is quite costly as compared to other phones present in market with more and great latest features available and the thing I needed the most call recording is missing I request to send an upgrade for the same as soon as possible rest phone is working fine till now lets see further and for amazon at least keep the return window open for days "
13501,phone over heated and the charge will not work properly
13502,The product is really good and the price is also worth currently I'm not facing any issues 
13503,value for money good
13504,poor
13505,"not bad, but camera quality is good I'm satisfied"
13506,"It's good, but only use non sum"
13507,good
13508,"The product is worth it at a price, but the only flashlight is not good getting yellow color photos"
13509,broken display
13510,Excellent
13511,nice phone
13512,cool features
13513,nice one
13514,nice mobile worth of money
13515, The phone is heating too much in charge and in weak network area camera is fine with aperture applications are crashing
13516,The phone is heating while charging or playing game battery drains quickly no big options in a like new my phones since it is stock android version of us in our family use this phone for the past one month 
13517,God 
13518,"very good product wonderful selfie camera battery backup is good, very good sound quality elegant design "
13519,Lenovo the worst company ever it has its issues not only ink but also in all models I'm vibing x user
13520,great phone in budget 
13521,It's taking more time than normal phone for charging hrs not enough for hours without internet usage more heating while charging and taking pics now my phone display is not working don't have an idea what went wrong 
13522,mobile return
13523,"God as per value, but don't compare it to one plus of the iPhone plus camera"
13524,this model in battery backup is very bad and all other work is ready and one time many work is not used 
13525,good phone in this price range
13526,amazon good job
13527,I like it the best product at this price
13528,super mobile
13529,The depth mode camera is worst don't buy this phone if looking for a good quality camera phone otherwise the phone is good 
13530,v good
13531,good
13532,very cheap product
13533,The Lenovo k note is working not good in mobile play video playing face such a problem in the regular way and video image download browsing is very bad so many problem face in this mobile
13534,I like Lenovo phones a much as other brandsnd Lenovo k note is perfect need quick delivery within hours thank you amazon
13535,never buy
13536,it is a defective product there are several types of problems I am having regarding the phone I already claimed twice for warranty and now I am becoming frustrated by the service feedback of the servicing authority of grand arcade Dibrugarh so I want to exchange my phone with a same model one 
13537,this is the best product available at this price point 
13538,SIM slot not moving gently product received on suggest me 
13539,worst Bluetooth reception pathetic mobile heating problem total waste
13540,super mobile
13541,not good
13542,camera focus needs development
13543,amazing phone longest battery life good camera 
13544,I like this mobile
13545,super poor phone on paper great when it comes to reality very poor performance secondary camera is only for show no  depth or bokeh effect is giving me battery not even last for a full day I am totally wasted my money you don't waste yours finally thanks to amazon not to take returns 
13546,"good phone with core processor, battery remains hrs on high usage camera is poor in terms of portrait mode as me a portrait mode is just awesome "
13547,using this phone for the last six months biggest problem is it takes long time to charge and drains within two hrs doesn't seem like a battery and now it is restarted automatically one of the worst products by Lenovo motor has better battery
13548,great value for money 
13549,phone delivered was defective its internal speakers were not working I have returned it expecting a new phone this kind of a defective phone from amazon not at all expected it waste of time and money 
13550,the phone is good but the company does not give it earphone it is a wrong thing to have an earphone in the phone of thousand rupees 
13551,good mobile nice for gaming quick response touch battery life today if using heavy little bit heating the mobile sometimes otherwise nice mobile
13552,"good phone, but have a slight problem of overheating and the dual camera was not working but everything else was perfect "
13553,"excellent phone but takes multi updates within week, causing inconvenience to display quality average not showing volt signal getting only list also does not support apps received through share it "
13554,"The product is good, but delivery not found in my location"
13555,network not properly bad experiences for this product
13556,my product is not working and I am unable to contact with amazon
13557,one problem with this phone is that it becomes hot suddenly
13558,superb battery lifehighspeed processing high quality photos from front cemeraturbo charging
13559,worst music volume no home button led
13560,The phone is were het worst phone
13561,"great phone, but please don't update it it works excellent on naugat "
13562,great fun for a good price
13563,lagging in heavy games battery drainage issues heating too much camera not so good needs improvement 
13564,"all good, but it gets heated up quickly "
13565,my mob is hang
13566,I want to replace it
13567, heating problem hanging problem camera quality not good there is no call recorder and nor any call recording up is working worst thing customer service worst turbo charging is not turbo its normal
13568,nice mobile looking great sea its ad it is a killer mobile
13569,worst ever phone I've used it and amazon will never help for any issue with this phone don't buy this phone cheap quality phone I wasted my k on this device 
13570,"It's an excellent product, super fast nicely built I loved the mobile very much, but I am disappointed with packing of product it is worst of all no safety for mobile it is just a cardboard packing so amazon please provide food packing"
13571,good
13572,Worst phone not satisfied worthless i request ppl not to buylenidi k I was using is better than this ki is waste phone 
13573,so far so good
13574,"good product, but has no fast charging"
13576,great phone killer features
13577,"before I buy it, I thought it would go to heat after one month of hard usage I didn't get any heat issues and turbo charger is doing great overall it's a beast"
13578,nice feature amazing phone
13579,before buying I heard a lot of rumors about the charging issues sound quality and over eating but actually I never had one and I am really delighted to have this mobile highly recommend you to buy it thank you
13580,nice one
13581,good phonebest front camera
13582, too much of heating while browsing all background app has to be restarted frequently ex true caller rest all fine 
13583,love the phone
13584,The depth mode camera is not working properly can anyone suggest how to adjust or settings for depth mode how to charge this handset without wire and how to add a shortcut key in the notification panel 
13585,bad
13586,great one no heating issues after using for months 
13587,very poor battery performance also network problem 
13588,not up to the mark
13589,buy it now supperbbbbb
13590,updated the latest version of software device is getting heated up to degrees with minimal usage of features no gaming signal problems full charging is taking to hrs camera is decent received the handset day before the promised date requested for refund and they have processed my request 
13591,"awesome device everything just works perfectly haven't encountered any glitches, camera is very good processing is also a nice battery backup goes a whole day on g data"
13592,left speaker not working cheat who is the responsibility of this phone very very bad
13593,amazing feature this mobile given best experience 
13594,The phone is very slow 
13595,best phone I got it for under sale
13596,mobile  heating not comfort
13597,all performance is good but battery heating and backup problem battery backup only hour
13598,"on paper features are very good, but practically it's a useless phone after using some days this phone hangs lot specially while opening contacts messages "
13599,best and affordable in the class
13601,Has battery problem not getting charged if got charged it gets down in a min
13602,nice phone in this price range turbo charger takes too much time to charge the battery and heating issues also there
13603,excellent
13604,waste of money useless processor
13605,camera quality is great as promised
13606,battery quality bad
13607,nice phone
13608,pls don't buy this phone this phone is not at all worth the moneyworst cameraoverheats a lot since its a mediatek the idle battery drain is too high you can't get even hours of heavy usage you can even go with redmi phones like a note or a 
13609,nice phone with great battery backup and memory sound and camera quality is also good
13610,not best but it's ok 
13611,"this is the worst phone I have never seen I was using k note it was good so that is the reason I have taken this k note phone, but there is no auto call regarding and no cast for screen sharing and you can't cancel the call for the cast I have trying to do some steps from developer tab but that also no use thanks for Lenovo for this kind of productsathish Kumar"
13612,best
13613,"mobile charger doesn't work, at least one year does it completed what should I do even amazon doesn't have spares like this turbo charger I hope you share service support contact details in Chennai"
13614,"I have got my phoney day I will increase the stars, but I am not able to send messages from my phone to any number I tried to see message center number and I put there number, then one message went through, but after restarting the phone phone same issue I am hoping to get this issue resolved or I will have to send it back to amazon is it a issue faced by other users as well or I have got a defected piece can anyone plz help thnxxx"
13615,phone lack lot of apps and shortcut keys while going through the settings found there is no key for changing the phone in silent vibrate mode mail app is missing to clean trash memory have to use third party app music key is not working camera not as described lot of setting option missing if compared to other latest phones that also lower price thank 
13616,superb experience
13617,good one
13618,Don't buy very bad wifi hotshot is not working properly 
13619,"mobile gets heated when I browse for mins and when playing games, you can't touch the mobile and the call volume is very low"
13620,received a faulty product camera quality very poor had issues with network connectivity in the new k note hence returned the handset my previous Lenovo k note was superb 
13621,little heavy 
13622,poor very poor phone 
13623,good display camera is not as good as the ads show k note had a pretty good camera and this one not much of an improvement processor is awesome and that's the only good thing here phones heating effect makes the whole deal not worth it Lenovo shouldn't be even selling phones that causes so much heat disappointed with that part
13624,Its an awesome phone in low budget
13625,good mobile at this price 
13626,good
13627,ok
13628,"for the price range it's not so bad there are issues with notification led and inaccurate bokeh effect, but Lenovo has been pushing out regular patches for it the build quality and the battery life might not be the best, but it's still something to be happy about my an overall happy with the purchase and the device "
13629,very good mobile
13630,"great product good build quality, excellent camera light weight worth purchase "
13631,v good product
13632,"worth price, good performance great clarity pics superb "
13633,loved it awesome got what I had expected loved the camera and the performance is awesome
13634,"its a good phone, but some features needs to be improved like message app n separate music and video player should be there"
13635,"Good, but skin is so delicate "
13636,best mobile around k I'm amazed with this phone 
13637,weight size is on higher side rest everything is perfect 
13638,excellent product with budget amazing 
13639,nice product
13640,the few cons I could find are heavy screen  size ratio and the speaker is not loud enough 
13641,"nice phone some features are missing like auto power on off, but nice phone speed operating"
13642,God experience 
13643,the dual SIM socket seems a problem its switches off automatically not sure if its a problem with the device or the product I received it painful to use this phone
13644,"this phone is not properly working charging problem heating problem, not like this core processor need not a better for snapdragon "
13645,The phone keeps switching off on its own over heats and takes a long time  charge and battery drains out less than hrs don't buy this phone 
13646,"I am using the phone from last month, it's nice to use but the battery is draining fast and turbocharger not working hours take for charging "
13647,The phone is awesome
13648,this mobile not getting stereo sound
13649,gorilla glad seems not original as secrets have appeared on screen
13650,"specs rich product, but performance not meeting as per specs specially cameras "
13651,stupidity please don't buy don't waste your money 
13652,"good product, but not better than Samsung"
13653,awesome mobile and excellent performance in the mobile in camera except bokeh effect everything is awesome
13654,still haven't faces anything like that
13655,worth for money a very good phone 
13656,worst product 
13657,network dropping problem during call discussed with amazon their application shows no problem so we have to use this faulty mobile amazon order no order 
13658,after oreo update the phone hanging big problem is charging slowly charging also a fast draining problem
13659,worst mobile there are no minimum features 
13660,the best mobile using last day and on time delivery best experience
13661, The auto call recorder is not in that notification is not shown on the screen if any number blocked back camera is not taking a solid picture in darkness
13662,battery back up is very poor high drain out
13663,Backwash product 
13664,good features and camera quality are best in depth mode quality is superb 
13665,"The product is good, decent camera nice sound quality little bit heated but very very poor packaging"
13666,"worst phone by Lenovo all the application suddenly stops working while using it if it's the last phone on earth still don't buy Lenovo claims deca core processor, but performance ne is lesser than the phone having four core processors "
13667,charging time is a very more minimum two hours
13668,great experience with this amazing product from Lenovo it is equipped with almost every feature that a smartphone required deca core processor long lasting battery and GB internal memory  GB ram is just awesome I would certainly recommend this phone  users having usage and game lovers
13669,nice one
13670,The phone gets hanged too much and battery discharge too fast really disappointed from the phone
13671,great one loved the phone go for it
13672,"The phone is good in performance, but the battery is draining quickly I hope it will improve by updates ND back camera too needs to get upgraded"
13673,"hello friends I am using this phone for last two days my review is company is claiming to have halo x but actually is Helio x if u install CPU z software u can check it camera has no issues it is working fine mobile has some issues with heating as it has Helio processor, battery drains fast as it works hours on low to medium usage I haven't installed any games yet so I can't give my comments on that "
13674,nice product and process by amazon
13675,battery drainage issues on first day 
13676,this phone has a major bug if the phone is kept idle for mins with wifi and data off and no calls for mins the software of the phone automatically goes into sleep mode and if someone is calling you after mins he or she will hear that the number is unreachable 
13677,awesome product with cheap price I have not found any heating problem stylish with quality camera
13678,thanks
13679,superb phone I have used till date excellent rear duel camera people are in love with my phone 
13680,on time delivery worth for cost I like it
13681,very worst mobile
13682,worst product
13683,"good and both primary and secondary cameras, super clarity battery back up is good overall the mobile is good"
13684,A video call option is also not there no slow motion recording no k recording just an average camera 
13685,"camera not up to the mark voice quality not good compare to note, moreover feels cheated as the price dropped out by almost in a month we cheated by showing us the sale price no more Lenovo"
13686,"awesome phone keeps it up Lenovo but I am having the worse delivery experience service from amazon the phone is so cool its processor, so fast trust me guys this phone is better than large motorolla me of all latest models"
13687,"cons heating issue phone easily gets at around degrees while charging and also while playing heavy games or camera, camera after the software update, you may experience, depth mode little better still the edges get blurred battery backup its written me, but equivalent to me slight splatter, no lag GB ram variant is preferable for performance as well and also black variant looks cool and premium you cannot put a tempered glass on its display as d curved edges will show up bubbles around edges they did provide a turbo charger but it takes hours for this phone to charge fully "
13688,"very good product, but FedEx delivered these goods too much late "
13689,"it was purchased by me on the October but it is not working properly, it is automatically getting switched off am surprised within days problem is occurring and quite disappointing please replace the same am not at all satisfied"
13690,the network keeps on fluctuating and the calls get disconnected on its own there's a problem with the SIM slots please provide an update 
13691, mobile no
13692,The Major heating problem can't hold it after mints use I am afraid after using it 
13693,headphone should be included
13694,"bed smartphone dual camera, but single camera better than dual cam and always Lenovo smartphone one issue is not a good camera so noise and need problem is hanging problems "
13695,good 
13696,front camera flash is low
13698,I love this phone
13699,"very bad product battery backup is very poor caching problem and hitting I am purchasing phone age, but my imei no not found in the system "
13700,"one of the worst phone I have ever used very poor network signal I was using RN and was getting full signal on Jio and Airtel, but on k I am hardly getting bars battery backup is very poor hardly goes for the day charged full in morning and was running out of juice in the evening with normal usage normal camera performance found no difference in RN camera shots and of k "
13701,nice phone
13702,good phone only camera is not good
13703,display cast is not working heating is more this is not a killer phone just to fool the buyers 
13704,best phone use month
13705,no issues at all best mobility with good battery performance
13706,good superb 
13707,good fast and handy speaker voice is a little bit low 
13708,adorable
13709,It's a good product by Lenovo am using this phone just one week there is no problems camera is good sound quality is best with Dolby battery is good for normal use but in gaming is just average in this price range is best 
13710,"this mobile not works as the hotspot to connect PC with dongle this is awful experience I tried many settings, but failed I am using to link when n it always shows failed to connect camera is not good as compared to lower models "
13711,never buy online just bought the phone on January but after the update it's not even switch on and it can't even be replaced
13712,Bahut hi biker ghatiya producing high
13713,"quick battery drain on standby and occasional heating issues dual camera implementation is fine, but the overall image quality is average and could have been better "
13714,"It's kinda heavy, but it's worth the buy "
13715,good product from Lenovo with internal space and ram being addressed by this model its more practical at this price range one suggestion camera could have been better 
13716,"good phone, but cast screen not available"
13717,not that good as expected 
13718,the wifi is not connecting automatically its keeps on searching but no luck and you have to restart the mobile to connect the wifi I think its major issue the applications also loading very slowly 
13719,Love it 
13720,very nice mobile as for now it is working great 
13721,beautiful item 
13722,nice mobile
13723,I don't know why people give negative rating reviews to this smartphone in this segment k note is the best smartphone ever 
13724,the mobile I got was having a hot spot problem except this phone was good 
13725,good
13727,"friends don't buy this phone full charging down by the one hour this is not Lenovo phone its Motorola version Motorola phone I am Lenovo mobile fan, I purchase, plus k note k note, but this phone is worsted please change my phone amazon services I want to k note GB GB"
13728,poor camera and heating please fix it
13729,Most phone h yr I love it redeemed the Bhut MST h 
13730,very happy with this mobile 
13731,"not bad, but camera quality low"
13732,Bluetooth connectivity with any Bluetooth device is too poor contact loading is too slow and worst video buffer at HD quality video play time and many more totally waste investment phone
13733,"camera is ok, but not bad, but the battery drain fast, but worth for money "
13734,it is not designed water repellent more heating
13735,Bhut. ace phone h 
13736,It's good and fine 
13737,best smartphone and affordable price in GB ram camera are so good etc. 
13738,battery backup and camera quality are poor not as per expectations weight is more a heating issue takes place in some apps the worst parts of the phone are poor back up and down grade camera weight and other things are manageable but good camera quality as well as battery back up should be there 
13739,good
13740,best phone in my budget I am happy with my new phone
13741,good phone
13742,Lenovo k notes mobile hot mobile return
13743,has anyone checked whether both rear cameras are working for me one of the back camera was not working 
13744,a totally awesome device giving it star less because of late delivery more than a week and second suggestion includes an earphone in the package 
13745,very nice
13746,good
13747,please don't buy this product its performance too bad 
13748,very nice 
13749,overall a great product cons are the charging issue is real even though it is a turbo charger apart from that a slight heating issue which is common in most of the phone pros great camera smooth a no bloatware great camera 
13750,"The phone was good, but heating problem I want to purchase lgq but lost time I was decided to take Lenovo k "
13751,The phone is best in its price range camera display response of touch quality are decent main cons you must consider while purchasing this item to decide whether or not they are tolerable are I no it blaster you can't use this  remote  tv or set top box my no functioning screen cast option I few only few Bluetooth devices unable to connect 
13752,the good device from Lenovo loved it
13753,battery drains big let down dual camera is name sake only positive is stock android separate SD card slot basically phone not worth the price people check other options also in the same price range 
13754,"mobile is ok, but for good quality of camera you have to use both the rear cameras and if you use both of them no flash option and there are some heat problem when you use your mobile for hr continuously "
13755,"very good seller, awesome mobile I love it "
13756,poor battery performance from day compared to my phones
13757,worst product I have ever seen
13758,very nice
13759, 
13760,phone is not as per the expectations a deca core processor performance is never seen also fast charging is only there in words to takes around hrs while the dash charging of one plus and fast charging of oppo takes half of it also stack OS is not so good several basic functionalities and gesture settings are missing even after software update camera is awesome and incomparable 
13761,very dissatisfied with the phone performance no options for group contacts very limited options in the settings menu theme etc. many applications does it responds 
13762,better
13763,"the camera is not so good battery is me, but not lasting a complete day "
13764,ear then not available in a box 
13765,very poor signal strength
13766,"notification light not working at all its work only at the time of charging I have already enabled all options in display setting, but it's not working for missing call, email message and WhatsApp like apps if you have any suggestion please let me know "
13767,excellent 
13768,nice
13769,A product I received was physically damaged
13770,"gorilla glass will not give protection even for a fall from cm height also gorilla glass alone cannot be replaced, but need to replace the entire display costing Rs too bad experience need to add screen guard to protect gorilla glass "
13771,"the phone seems to be good, but restarts on its own has anybody else faced this problem I don't think it is related to the hardware "
13772,mobile is heated and the battery is worst
13773,rear camera quality is not good blur image is coming battery drains faster plz amazon could you find a solution for this problem plz don't buy this mobile waste of money amazon don't lose your pride by selling this worst product 
13774,camera performance not satisfactory flash not coming at the right time with depth and without depth options in the camera gives almost same type of photo battery is consumed very quickly sound quality is good 
13775,very poor quality mobile quickly heat when the internet use earphone also not given by the company and amazon in the box cheating  customers 
13776,"this phone camera quality is not good and the future is very poor, but battery backup is good"
13777,battery backup is not so good camera quality also not very good
13778,the phone fell from my lap for the first time and the so called gorilla glass broke into so many small pieces I can not find the replacement screen on top of it 
13779,good
13780,Don't buy this product it is heating up to a degree within mins usage and the decacore processor is not up to the mark
13781,"heating up a bit, but awesome performance phone "
13782,very bad product cheap in quality
13783,network problem no incoming calls on Jio seem a waste of money
13784,best phone in this price range
13785,pls improve camera quality
13786,super not best
13787,I hope you will be helpful 
13788,pros camera is awesome at such low price battery backup is good lasts day decade processor helps in multitasking no hybrid SIM cons heating problem 
13789,Linoove k is the good phone charger is ovever heat and he's not turbocharger
13790,excellent phone 
13791,Pro's front cameraturbo chargerdesigncons rear camera signals problemsdual camera not working properly
13792,I used this mobile for a week I am a hardcore fan of Lenovo I waited for a mobile with full pack features and finally found Lenovo k booked the phone in very first sale and got delivery by next day this mobile have so many issues main problems are battery backup cam issues heating issues apps are getting struck in between network issues not getting fully signal for Airtel g when getting full signal and good net speed in Lenovo k finally Lenovo cheated people with k hated this mobile finally don't purchase this mobile and don't waste k got with Lenovo k times better than Lenovo k 
13793,a value for money 
13794,"Overall good product at the price, but Lenovo should try to make another version more better otherwise hats off to Lenovo it's a good phone can buy"
13795,It's done not support cast screen
13796,Good fine but front camera is not good
13797,It's just awesome
13798,nice to use sometimes it get too heated  outdoors
13799,camera and battery backup is awesome also charging is fast sound quality is ok would be better if have dual speaker I think currently it's a good phone available in this price range 
13800,properly working smart for downloading videos 
13801,"this phone heat of light usage, turbo charging takes more than h some build issues, crashed a few times in one month of usage "
13802, The battery is draining very fast network signal issues camera not as expected
13803, phone heats up during VR screen mode dual camera fails to distinguish edges 
13804,given the product faulty memory card not detected
13805,excellent
13806,easy to handle
13807,all the things said about guerilla glass screen is fake I e it gets scratches very frequently and it got broken as soon as it fell on the road
13808,after one month today only I tried to use after talking one minute it is overheated 
13809,little heating proves otherwise all awesome
13810,super
13811,the best competitor of redeemed note overall better than it only the issue is slightly warming while using its internet rear camera could be better focusing issue display is not crispy as Samsung Dolby is superb processor is better than redmi note better than redmi note and Lenovo is a brand better build quality I love it 
13812,its mentioned in the details that it is a g phone with both the Sims g but not even a single sin is supporting not a g phone
13813,"the mediate processor, which it provides is not updated which causes it to lag its just been two days since I've bought this phone and I'm already experiencing this totally disappointed by the processor everything else is just awesome, but the processor is crap don't buy it waste of money this is a major issue in this phone please do not buy it if you are willing to use it even a bit heavily I'm writing this review on my Lenovo k note and it takes way too much time for that too "
13814,average phone he camera good but phone is not good hang hone ka bahut bada problem hair so I don't prefer this phone and case back not coming from spy card 
13815,good product
13816,no one buy this it has network issue I buy it in first sell after use I came to know it has serious network problem other phone have full network that time it has or bar only when someone calling in first time its not connect after or try its connecting call amazon for this they told install one app for testing and than they return product but app not detect network issue so amazon refuse my return before buy please contact buyer those already buy this if possible I am suggest anyone to buy this 
13817,"Wow, super amazing mobile thank you camera is very good"
13818,"good product, but it has only one speaker for sound out in headphone its stereo sound "
13819,there is a lot of problems with this device and camera
13820,"after using month its average phone, but Gaza expects kiya tha ki music, Dolby ka maja nhi Mila is ache Dolby to k note me h ska sound low h earphone me kafi Baki sab thik thak h or fast charging kahe ka ye v to large hi data h full charge me"
13821,excellent
13822,"Its advance one, but what it had easy features of previous models to operate are not available "
13823,very high spare part cost
13824,good performance
13825,very worst phone
13826,"I am requesting to all Indian people this is so bad mobile its battery life is maximum time is an hour and no more than after when charge mobile in charging time is to hour Mobil is heating, mobile space company and amazon say GB and mobile application check of Amazon say job so this Mobil is so dull never buy"
13827,battery backup problem
13828,"speedy with dicker processor and decent camera, but quite bulky font side look premium, but back side looks dull not able to detect memory card formatted as internal storage after days I think it will need to reformat again with data loss frequent updates is a plus point and chances of getting or update great battery backup"
13829,very nice phone 
13830,"nice phone working nice night operating system performance good, but the charge time heating issue"
13831,the handset is giving performance issues getting hanged it is not good with bigger gaming apps it lacks a lot
13832,"good one, but no call record function in this phone "
13833,charge drains fast
13834,excellent device to experience 
13835,not fulfill the expectations as it shows it adds camera is not so good gallery is not provided in many others 
13836,The sound system is not sufficient some provision must be there to increase the volume as found in the Samsung smart phone 
13837,very poor battery performance don't buy
13838, worst camera ever seen overheat too quickly not so handy little bit frame drops during heavy game
13839,"Ok, good mobile"
13840,"poor battery life, heating problem camera is not so good network problem in the phone"
13841,I purchased this lenova k on the September the phone was working fine for the first days and it is giving problems in the last days or so it is a manufacturing defect the phone is generating heat automatically and charge is getting discharged within hours I have to charge more than hours for full charge kindly tell me how to replace this phone
13842,mobile is heated more than usual during charging 
13843,good
13844,broken gorilla glass within days only 
13845,will suggest you don't buy anything at offer price always go for real price otherwise you will get faulty product sure still this phone is better in all categories below 
13846,very good
13847,heats up very much
13848,awesome features phone
13849,"the look of the phone is cool, very rich and performance is awesome all thanks to Amazon for delivering the material on given time over all very happy with amazon and Lenovo it provides with the best with very less amount all this feature which given in the Lenovo k note is same available with five which cost and Lenovo k note coat just only"
13850,"totally disappointed with this phone pethatic Dolby atom without any effect worst sound quality and battery get drained fast, don't ever go for this cheap Chinese product "
13851,good product
13852,not meet 
13853,this phone is superb this pricey camera awesome the one thing I like most is its fast charging it get charged very quickly camera is awesome this price you will get all you want 
13854,"claims gorilla glass on it, but it has scratches all over on screen"
13855,very bad quality mobilno camera quality
13856,the camera has stopped working completely guess Lenovo Ain t got for mobile devices 
13857,this product is not good
13858,very bad product internet speed very slowing problem
13859,good one
13860,"camera front and back is amazing on the box, it's mentioned dual SIM g but only set SIM supports g the other slot is g phone takes some time to turn on compare to other phones informed amazon agent to look into this matters, he said to download smack app, but it s not supporting for my device need help my problem is not resolve and there is some problem with Bluetooth connection it doesn't get connect with anything other device looking forward for your support let me see if you all care for your customers need a call back "
13861,value for money is this phone it has best cameras best battery and the best memory in its class 
13862,worst mobile simply contacts merging and getting more heat and hangwaste product I suggest  doing with this product
13863,excellent product
13864,getting heated very quickly while charging the battery is getting down quickly 
13865,nice specifications
13866,very good
13867,"Caring is taking long time camera, depth feature not good "
13868,only one defect is device was heat
13869,The overall product is good
13870,Is all most very good
13871,Lenovo k notes good not a killer
13872,fully bad mobile not working properly camera quality bad 
13873,very good mobile with performance
13874,"nice mobile I am giving five out of five camera quality, super music key also super "
13875,very good phone this price
13876,bad camera and heating issues
13877,better is not working properly
13878,heating sense
13879,very user friendly and everything is good 
13880,good over all
13881,disgusting phone please do not purchase I purchased it a month ago and within days the phone stopped working it gets hung up very easily and the battery drains very fast not recommended at all
13882,"amazon cheated mespeaker mike is not working after complaining, playing that stupid diagnose, test I am facing problem n they are saying product is perfect this was first and last never ever think about amazon fraud forcibly m giving its star"
13883,too heavy with delay in switching  off constant errors while using double SIM min not value for money 
13884,"I want to buy this phone, pls venovo k note user answer to me this phone good or not"
13885,"The camera is faulty, it comes"
13886,not a good  description shown
13887,worst for gaming its decade core only on its name game lags phone heats up
13888,very good 
13889,very nice phone must buy for all those who suffer from low battery problem and the low storage problem no need to think twice before buying
13890,"after months users value for money daylight camera battery backup mAh fast charging music key multi tasking front flash Dolby VR screen, etc. cons picture quality is low camera lags while using dual camera night photos are worse, you can't see anything clearly phone get hangs sometimes for no reason processor is not that speedy and not able to do harder works some apps crash often for no reason"
13891,nice phone
13892,phone getting discharge quicker
13893,everything was perfect except the delivery guy he was somehow rude to us phone is awesome if you are thinking to buy this phone then buy it 
13894,Signal strength is very low when insert goes internet also slow in Jio
13895,dual camera in not working or maybe no use and left speaker is not working however amazon delivery is good 
13896,value for money in this budget
13897,The performance Gd camera is bad
13898,"The camera is low light condition, very poor phone heated very fast when net used"
13899,"cool set processor is more than ok camera is exclusive battery though not as good as claimed, but serves the purpose go for it "
13900,return my money you creeps make our policies better next time I'm sure to not to purchase from Lenovo and amazon
