index,clean_text
1626,best mobile in this price
1627,am not getting off discount 
1628,the phone hangs and restarts apparently it is something to do with the software update quite ridiculous because one would expect the phone to perform better with an update when the memory is half unused and that there are not many applications
1629,"awesome mobile at this price good battery backup super camera clarity flash on both front, back huge memory GB inbuilt GB ram also dedicated memory card slot, dual SIM everything is good, but tempered glass is not fit for the curved finish display so can be rated "
1630,"everything thing is perfect, but it is having major problems secondary camera and back effect is zero performance it's nothing there just a marketing strategy Bluetooth is not working properly getting struck while playing audio through Bluetooth and even when we switch the Bluetooth on, it won't connect fast it will tries to connect all other devices which are not in range have connected in past if we click on particular Bluetooth device also it won't responds correctly plz try to rectify it otherwise it's a very good product for this price "
1632,value for money good product 
1633,the in box accessories had earphone missing on its nice way to cheat Rs from customers never expected this worst 
1634,"looking nice great camera, but the battery is bad set is being over heat "
1635,The pricing issue device is not up to the expectation 
1636,battery backup is very worst really am very disappointed for this phone memory for GB ram and GB internal memory and separate memory card slot is good all specifications are good except battery 
1637,phone is working gear 
1638,happy
1639,I'm writing this review after using the mobile for month b this phone I have used k note that was far better in performance than this mobile it is worth buying if you get it below knot recommended fork 
1640,very bad
1641,excellent
1642,this mobile is same as other mobile this mobile having hanging problem and it is heating like a coworker while I turn on the wifi or mobile data and the camera quality is not as much good nothing special disappointed the expectations
1643,"worst phone I have never seen this type of phone if I use this phone continuous minute getting heat battery capacity mentioned was me, but its value is mAh worst battery backup no default music application and no default gallery application I recommended you people don't purchase if we go service center no proper response from those guys "
1644,nice and this feature are already in the moto but in this less gesture but ok
1645,"best mobile at this price no complaints I don't want to go to technical side, but as for a pure mobile user it is best "
1646,good product value for money 
1647,heating issue display issue etcoverall the phone is not good want to replace it
1648,worst worst worst product of the universe
1649,short of words simply amazing look works smoothly camera is amazing 
1650,"I'm using from last day, but mobile is getting heating problem and battery life also not good "
1651,good mobile my useful
1652,is phone PE network ka bhout bad problem hair? 
1653,awesome
1654,Sander
1655,Very well smartphone
1656,this product was awesome and better performance than I expected
1657,nice product so far
1658,good
1659,the worst piece
1660,we didn't get earphones in this pack
1661,A problem if you update to oreo
1662,best mobile ever best performance of camera processor also very fast and battery performance also good
1663,"ridiculous phone absolutely terrible that amazon sells this heat pad as a phone it heats up the first time you charge it has a billion bugs, so disappointed had to sell mine immediately after buying deca core, but still lags network issues go some issues heavy at germs can't get over the bad experience I had please save yourself the trouble and don't buy it "
1664,I am using this phone over a month and I am facing too much of problems like worst battery backup loss of so many features if you had a brain better don't buy this product
1665,The very poor battery does not even last for a full day on normal usage the mAh battery on the redmi lasts for two days almost with normal usage this phone is definitely not comparable to the redeemed this is no killer note the supposed to be fast turbo charged is a normal charger takes  hours to charge the battery  to disappointed totally
1666,nice phone
1667,worst phone 
1668,worst battery performance
1669,duplicate product very worst product
1670,worth product
1671,heating and lags even in day to day uses battery drain very fast I unplugged it at am and I have to replug it at pm and I'm a normal user never play games 
1672,"Its awesome its camera android size, color sound everything in this is fab "
1673,Awesome product delivery service
1674,camera quality is superb battery perform is good problem is it heat up after a minus net surfing or playing high graphic games
1675,"previously I had upon f s that ran the games smoothly and it had GB of ram this k note has GB of ram, but games like war robots is lagging in this phone I feel very bad for buying this phone worst"
1676,after installation of recent update the phone is heating up very fast and the battery goes down in a jiffy from until I think the update is the faulty same problem is seen in all k notes
1677,nice phone
1678,there is no headphones with the device and no option to use a customized ringtone you have to use the pathetic and irritating ringtones and alarm from this device very very disappointing 
1679,"great battery great performance and front flashlight were cool, but its depth camera doesn't work properly "
1680,nice phone
1681,"Lenovo k note venom black GB I am very upset when I face network related issue in this handset I generally use idea network that is my amazon linked mobile number when I inserted micro SIM it has worked instantly but since days I didn't connect to anyone else via calling network signal up, down sometimes signal not showing didn't connect call generally I tried more than times but all other things very good like software configuration design not good as compare to other "
1682,nice mobile very fast everything is best
1685,nice and excellent working on it 
1686,"It's an amazing product at this price the only thing I found lacking is the internet connectivity and the battery back up though it claims to have me back up, but with frequent browsing and talking it gets exhausted very fast there is no lagging the phone responds to your type request very fast and the google assistant is savior overall a good phone to go ahead with "
1687,there was only one charger in the box where as they mentioned dual chargers of w 
1688,amazing 
1689,missing accessories with this mob
1690,turbo charges not working
1691,happy with oreo update
1692,mobile configuration is good I am very happy with this mobile
1693,a good pH to have at least at this price range even better when offers were going on at that time price comes down significantly 
1694,abysmal network reception 
1695,very nice product builds by Lenovo love it
1696,this is very nice mobile I like it very much with that feature
1697,best mobile good service by amazon
1698,the touch needs to be worked upon the camera is good and the display quality is also good value for money in this price range 
1699, 
1700,the battery gets drained a little quickly rest all good
1701,The basic voice recorder is not available I am not satisfied with this I will return this item 
1702,superb phone best in class features with Dolby atoms 
1703,this is a genuine review heating issue no option for call recording no option for how to show your contacts jack and charging options are on top and bottom not in a good placement storage data from SD card also not proper no shortcut key for vibration and location on off and to take screenshot camera quality also not good unhappy with k note 
1704,awesome phone no hanging issue 
1705,good product
1706,poor camera quality too much heating not recommended 
1707,nice mobile
1708,"worst mobile ever first six months was good and then comes charging and heating issues, even using of the original charger, charging takes hours to get fully charged and even gets heated with the mobile switched off and kept in charge the main problem comes with the heating evening for normal browsing it gets heated if you play a video game it will get heated to hell never seen such a heat by any mobile"
1709,The camera is poor
1710,battery getting low within hour and mobile getting heat
1711,one of the best phone very nice thanks to Lenovo for such a nice phone works great no issue and trouble free and thanks for the music key very useful 
1712,no
1713,City phone
1714,"the mobile is hanging every now and then on Oct purchased on Aug the phone totally gone dead and not booting consulted service center and was intimated that the software failed and got the mobile after reloading the software for two days the mobile worked fine, but now again the phone is getting hanged and rebooting on its own don't know whom to consult and get a replacement of the mobile very bad show on the part Lenovo and amazon for supplying under quality products "
1715,very good mobile good battery backup and wonder full rear dual camera I'm totally satisfied with this product 
1716,"got this phone with so much of expectations, but it's not at the level my note is much better than this dual camera seemed to be taking stunning pics but it's not the good selfie cam also may be done better this phone is just satisfying not so good "
1717,superb mobile phone
1718,awesome product performing well 
1719,finger print is not working properly
1720,excellent
1721,nice features worth buying 
1722,best smartphone under k high quality camera and better processors 
1723,form new update installed time the mobile strokes and stop apps suddenly very large lonovo contact is done not possible so I hope stellar is help to me and send to me the new update solution I hope
1724,ok
1725,dear sir Lenovo k fine gold this mobile one side sound speaker is not working please send me new mobile 
1726,no gallery and battery problems I am experiencing in my k note and heating issues
1727,The display is cracked but not returning
1728,overall good major problem is heating issue when playing high definition game 
1729,Excellent phone for the price the curved glass surprised me as the shop whale tried to put the tempered glass screen guard as it did not sit on the edges 
1730,"Gold mobile except the earphone socket which is not remarkable overall good, but not too good "
1731,"I bought this product from a flash, sale on amazon in august its been just months and this mobile with GB ram behaving like some cheap product it switch off automatically times a day, twice I have been to the service center but the problem persist, they say it's ok now and I face the same problem the very same day now I'm trying to get it exchange with any other phone and I'm getting offer from amazon wow"
1732,not good product only battery is good Bluetooth is very bad
1733,"this phone doesn't feel like a mAh phone even my Lenovo vibe k note gave better backup thank note the ram doesn't feel like a GB ram either, even when you don't have any apps running the ram usage is high, price wise, this is decent but there the specs on paper and the performance don't match up with each other unless Lenovo optimize the performance and send in an update my recommendation would be don't buy "
1734,Lenovo phones are worst I and my relative used Lenovo phones times but all are worst in touch sensor and hardware
1735,Don't buy this mobile battery drainage easily get hot poor camera 
1736,very good
1737,good phone and working great so far delivered on time and good service
1738,mobile battery is very bad work only hr only
1739,good phone with trustworthy service centers
1740,good one
1741,good performance 
1742,good versatile phone with great value for every rupee paid 
1743,fantastic smartphone in a good price I suggest all persons have this phone at once 
1744,better back-up very bad
1745,good smartphone
1746,charger cable stopped working after months overall satisfied with purchase 
1747,"after using from age, it seems there is the battery issue battery will show as charged and might show, but it will be only charged and it can turn off suddenly "
1748,good product with reasonable price 
1749,everything is perfect Jat that the battery drains very quickly and I don't find it being a turbo charging
1750,worst one received a bad quality one battery backup just hrs on netbattery charging will take more than hrs for the complete charging phone can be used as an ironboxdata cable is not working in just one day
1751,phone battery is not good can you please help me for the same 
1752,good
1753,good mobile
1754,mobile is fine charger stopped working after months of use
1755,not a single feature is killing in this phone 
1756,nice
1757,best
1758,not very much satisfiedtouch is not too good
1759,nice mobile could have been a little better
1760,good value for money Lenovo has good built quality 
1761,we got a very bad piece we received it the day before yesterday and opened the box yesterday found that its speaker is not working at all if we are calling somebody we cannot hear his voice at all pls send replacement of this piece we will send you this piece against the same this is very serious
1762,great built smooth performance excellent for travelers decent battery backup and camera quality
1763,some demerits
1764,"I'm giving because there is nothing below, then this don't purchase this product camera is worst, charging problems less features and so many other problems this is not expected from Lenovo "
1765,battery problem and heating problem and sound is not good as show in demo in this Lenovo k note phone if you have any solution then
1766,"very bad product from Lenovo don't buy it from amazon battery is not working properly and take long time to charge it selfie camera is very, very poor when I want to return it to amazon I faced many problems with us finally I returned it by long struggle I said don't buy it pls"
1767,best mobail
1768,facing a lot of problems with signal I checked the signal with other mobiles also here the only problem with this handset only Bluetooth experience was not good battery dissatisfied mobile getting heat 
1769,very bad product don't have own gallery and music player and heating problems any third party application installation problem this device pls don't buy this product
1770,"very good phone, only heating issue, but its ok camera is very good"
1771,heat issue is there
1772,"camera design, performance overall "
1773,the best mobile at this price range
1774,battery backup is not good hr only
1775,good mobile but please provide additional important apps coming upgrade version android are example call recorder notes ext I'm waiting 
1776,"how to get again invoice, bill my email msg totally erase my order is august please solve my problem?"
1777,battery problem
1778,highly disappointing experience left speaker has stopped working after a week and phone has lag issues many similar threads are already popping up on the Lenovo forums side don't t buy this product at all amazon has not provided a single link to return product page keeps redirecting to my orders page no functionality to register your complaint whatsoever rocket commerce loop is also not picking up calls the officials hipper of product from Bangalore pathetic service here at amazon 
1779,nice phone
1780,A superb phone within budget loved it 
1781,"very good camera quality display superb battery good, far better than redmi y"
1782,good features
1783,good
1784,"I can't expect Lenovo to produce a product like garbage Lenovo k note is just worst phone so far k note was much better in design and performance, which I used last before k network issue is one and hotspot issue is second big problem I am unable to find network, even sometimes at open places and hotspot do not work when you want to connect it with laptop so be careful is you are considering this handset also rear camera is garbage hell "
1785,good product
1786,wifi is not working
1787,"battery life, not as expected "
1788,there was no earphone in the package
1789,good
1790,Jio g network issue voice issue belt issue
1791,"awesome front and back camera, but depth mode little bit working nice display good battery backup in charge process mobile little bit heat but it's ok "
1792,very good mobile and lighting speed
1793,when we start the camera minimum and above minutes than very heat charging time same problembaiterry is draining very fast front camera is good rear we give one star
1794,good phone nice displays slightly heavy
1795,good
1796,left speaker not working mm jack not working properly
1797,phone calls and massage not received  them while internet data enable to seem slot only received when data enable to seem not help received from customer care don't buy Lenovo phones 
1798,good
1799,The camera is not up to the remarkable battery is not working properly 
1800,the cheapest price with the best features
1801,better than g s plus
1802,very worst product from Lenovo phone gets heating even if the phone is in idle state sleep timer is note working battery is draining like anything even after a full charge the battery is coming to within an afternoon 
1803,"very worst phone, pls don't buy this phone camera quality worst battery drains fast phone heats turbo charging takes hours to reach in, switch off condition gorilla glass quality not good mobile fell down from foot height gorilla glass just broke off "
1804,"I am getting battery issue now after system update even I, am charging same in the morning with but by noon the charging coming down to also the mobile is getting too much heated now require replacement as covered under warranty "
1805,The full network problem doesn't take this one 
1806,very good product 
1807,"gorilla glass is fake, my phone is broken and its my phone battery backup and camera quality is not also good"
1808, month after mobile problem 
1809,Camera battery sound speeds all functions are perfect
1810,good phone camera is awesome both in front and back battery lost in one day if we on g
1811,received it today the first thing I noticed that there was no earphone in the box second thing phone is heating too much in normal use and while charging it heats up more also the screen seems to be having some problem as the colors are not clear on screen I see some blue shades on screen on every picture app and other screens 
1812,super
1813,pros good battery stock androidvery smoothcons bad dual camera probably a fix with software update sometimes overheats
1814,pros good operating speed sufficient battery life and speakers satisfying display quality front cameras good cons RR camera is not up to the expectation cannot feel the impact of dual cameras and picture quality is very poor not smart enough very limited customization options lack of some basic apps gallery music players etc. 
1815,nice product with best packaging
1816,"not so good many main features are missing like call recording and not third party app support blur effect in camera not so good auto screen sleep when flip cover used not satisfied with front flesh light, take much time with other charger like USB power bank expect charger with that screen too good multiple windows a good feature in that one speakers only lower side strep and Dolby average overall average and upgrade model leg from previous numbers like k note honor I is batter one"
1817,"the delivery was good which as usual from amazon, but the phone screen glass is very fragile it is not the break resistant I had my phone a small fall from about ft and the glass broke to replace I have to shell out about k I haven't expected this from the so called gorilla glass it is not gorilla glass gene and hence be careful it is not meant for even little rough use "
1819,Received just now I'm fully satisfied with this mobile thanks to amazon for your great delivery 
1820,after a few days left side speaker stopped working all of a sudden I didn't think I will be delivered such defective products from amazon really disappointed 
1821,Bluetooth audio has an intermittent noise battery of me only is good for numbers not in terms of long lasting device operation poor power management to blame my earlier mis max with me gives days battery this one if it was equally good in power management should give at least days but barely lasts a day don't buy this
1822,Google
1823,It's awesome 
1824,worth product
1825,the phone is good
1826,nice
1827,best mobile
1828,"God, but as we know little of the radiation, but very nicely working"
1829,best mobile ever
1830,The sheet I simply brought the phone its getting hot if use if for min m getting worried if it is getting bashed  me hand them what I suppose to do 
1831,ok
1832,charging cable is of poor quality within months of purchase it was not charging service center in Bangalore did not give a free replacement during the warranty period on flimsy grounds of liquid damage all contacts in the cable should be water moisture proof for robust quality think twice before buying 
1833,"The product is good, but no battery backup it gives only four hours charging"
1834,mobile battery dragging not charging as described
1836,ordered for the friend awesome phone
1837,good 
1838,very good product far Lenovo
1839,not worth
1840,good mobile in best pricier camera is good compared to front one VR mode is goodaccessing is fast as it has GB ramfinger print response is quicker overall satisfied with this budget phone 
1841,excellent product 
1842,"good handset at this price with a dual rear camera with descent pic quality, sound quality is good, battery backup little low as compared to ready-made note no screen shot option to toggle and no add contact option in msg settings had trouble while operating msgs "
1843,bought it on the first sale been using it for the past two days battery backup is good on moderate use coming to the camera it is just about ok using depth focus makes photos look like they are photoshopped OS is a bliss to use if u like pure android experience the charger is making a slight hum u can hear some noise when turbo charge is on I am slightly skeptical about using it will it blast I don't know for now I am gonna continue using it 
1844,"having a high network issue, not a quality builds "
1845,"some nice feature, but rear camera is worst "
1846,very good product till logs on heavy and high graphics game good camera quality battery is awesome performance is very smooth and time to time I got updates to the phone 
1847,nice phone
1848,good camera fast charging excellent battery backup
1849,no mobile not up to expectations
1850,lovely product
1851,nice phone
1852,These qualities
1853,"when I put the headphone but don't show the sine of headphones, but I hear clearly on headphone please tell me the process "
1854,good
1855,good performance nice product 
1856,"It's very, very bad please don't buy it"
1857,"this specification of this phone looks extremely good on paper and the phone itself is not bad looking, but the battery of this phone drains too fast and it may also overheat at times if Lenovo is able to fix these issues this phone will be a great product "
1858,"worst don't by I have problems, no support given by amazon"
1859,please send my cashmere copy to my gmail as of Lenovo ki note mobile
1860,"the mobile doesn't support Jio SIM net work, how clear the issue and some time camera couldn't open"
1861,nice phone when compared to nokia I would prefer Lenovo u can't get better for this price
1862, days  to purchase the phone the screen has started to flicker 
1863,best
1864,product as advertised
1865,awesome product
1866,"each and everything is perfect except the battery life, it is me, but still drains very fast "
1867,"I have used this mobile months not bad and no hanging troubles, but it's got heating while using high processor game and by using multiple applications not bode well and good"
1868,this phone is easily bent in your pocket during the normal use for which no warranty can be claimed by you from Lenovo 
1869,The battery is too bad it has not capacity of a battery of mAh disgusting 
1870,"camera is good I liked it very much, totally awesome"
1871,"The performance of the product was not as expected, it is better to avoid this product"
1872,why google app is not responding I see that message again and again I got that phone today and still I am facing this issue
1873,battery backup is normal not to expect better than others also other features do not feel any extraordinary just normal like other brands in the same range
1874,nice phone superb performance and look no laggings no heating issue I gave star because the turbo charging is not good it takes almost hours to fully charge the battery as a normal charger overall good mobile this price 
1875,worst phone takes too much time to charge performance is very poor
1876,excellent mobile and worth for money processing speed good
1877,"good when you look at specification, but system a is worst ever I seen very normal a good hardware, but camera is not good at k so choice is yours"
1878,bad performance no turbo charging no speaker no voice while calling after days of purchase overheating
1879,camera quality is very good sound quality is excellent and performance is good best stock android phone best selfie good battery life 
1880,"great phone great battery, but camera is not up to the mark otherwise the performance of this phone is very good "
1881,charging problem
1882,Amazing phone
1883,there is no headset in the box disappointing so much and I can't contact with anyone for this
1884,very good phone and good battery backup also 
1885,excellent
1886,hello guy's worst product I say I bought it looking at its high end specs it doesn't even support a cast screen option which is a common feature in cheapest android devices also being so well processor it's slow 
1887,nice features and selfie camera
1888,getting hot while using the internet for a long time
1889,poor battery backup and quickly warm
1890,almost year used now in months data cable is not working and in months charger adaptor failed is takes more time for battery getting a full charge quickly drained heating issue not worth for the money better buy honor or redmi mobile
1891,the product what you get fork is actually worthy of it it holds proper multitasking front camera is an excellent primary camera is well good enough for decent shots during night speaker are good fast charging curved glass with gorilla glass battery drains comparatively soon if your going for performance and the camera I suggest this
1892,overall goos few things I miss casting for tv not working I don't know why 
1893,Lenovo k doesn t support smart tv or anywhere you need to do casting 
1894,awesome performer smartphone till date
1896,"good phone at this price segment, though it lags for heavy gaming sessions, but apart from gaming and all regarding only about the performance this was good at this price got it fork camera also seems pretty decent"
1897,camera quality not so good overall is good 
1898,good
1899,front camera not satisfied
1900,this mobile phone is having problem found handset is not switched on please rectify my problem and change the handset
1901,"this model having so many problem battery becomes too hot within using five minute sometimes very, very slow charging and takes to hrs for full charging it takes long time while restart phone battery drains fast act like my while my previous Lenovo a having better battery backup than this phone it takes long time while connect with data network night camera is also not good only good thing in this phone having very good processor and very smooth touch screen and good speaker leaving this other all things are bad in this phone "
1902,battery backup is less than a day and dual camera has some bugs 
1903,"good condition, but we reset the phone the turbo charger is cancelled"
1904,"mobile looks very sexy and its features are very nice camera is great, but most importantly a good mobile phone at a lower price"
1905,awesome phone and awesome features at this price point PR k recording honi chahiye is me
1906,not worth the money the dual camera is useless the touch is not very responsive tends to hang at times do not buy this product 
1907,mobiles heat hojata here in charge time
1908,awesome phone best one in this range 
1909,nice product
1910,overpriced
1911,great product in this price range one should definitely go for it cons mentioned by people are just minor and really nothing to bother 
1912,very bad don't buy this product
1913,I bought Lenovo k note on august but Lenovo k note not good smartphone camera is too bad and heating problem in Lenovo k note plz guys don't buy k note up log me a Lelo brighter reggae d ha sabse bada get mobile hi Bhut hi Bura mobile hai Koi china mobile le Leo but Lenovo bhul ke Mt lobhut hi get mobile hi hate this smartphone and also hate Lenovo brand
1914,"good product, but speaker volume very low"
1915,"mobile is very heating, charging time play music video speaking time, please replace or exchange the mobile on priority "
1916,I buy this mobile using before some days its working super not hang camera quality also good a true color image captured happy with this product in this price range one thing is bad if we connect any good quality of earphone its give lower sound 
1917,very nice product
1918,Its heat too much under sunshine also while charging  that excellent phone
1919,"Very, very poor battery backup and too late charging that I'll be frustrated "
1920,call recording not available and system is not a better than a knot
1921,I like the mobile Lenovo k note
1922,average
1923,"good amazon transportation services nice product, but heating problem but better"
1924,signal missing dattry park poor in not satisfied
1925,nice phone we have been using it for past months 
1926,"Oh, this phone so good when I use it, I am totally impressed its picture quality woow I saw some small diseases but it is not a big deal "
1927,"gorilla glass protection with not deliver with phone speed is fast, but phone heating up battery day continue net used"
1928,very worthless phone
1929,no hang no matter how many times it falls I works in a good condition
1930,mother board is very bad
1931,battery life is very poor
1932,"not good as per expected, while playing YouTube video light gets dim courier package was in bad condition "
1933,I'm using this phone last two days battery backup is very good sounds are also very good only the camera quality can be improved  rear camera 
1934,nice one fast delivery 
1935,best functioning 
1936,heating issues and battery go down automatically very worst piece I go from this retailer guys be careful to buy the items 
1937,value for money excellent camera and very fast performance 
1938,"only one problem I was facing was the Dolby Atmos sound not working and the software for that was so poor, but after the update it was fine also if you are buying this phone to play with depth effects don't buy it but the camera performance is quite good"
1939,battery backup is poor
1940,"killer phone I love its sound quality, super battery performance is good camera super all those Lenovo k note is very good phone"
1941,such a waste phone if you buy here I have got lots of scratches I tried to contact u people they didn't give a chance to review it I'm feeling disappointed with my product 
1942,Halting problem is more while charging and data using
1943,"I have one query, but Lenovo company given update  solves that problem and now I like this mobile"
1944,it is very good and stylish phone it catches a wifi network very easily this phone have very functions of windows
1945,camera battery life almost day performance is impressive to battery charged within hrs but this mobile is not suitable for gaming while playing games handset get heat
1946,worst phone signal drops voice breaks on call back effect is fake please someone tell me how to return it back
1947,even though this phone is getting hot I feel this is a good phone 
1948,terrible battery life gets very hot the charge doesn't hold even for hours without any usage gets incredibly hot during simple phone call service center guys simply did a factory reset and returned it so very disappointing and infuriating please do something 
1949,heating a lot and want to return
1950,"good I am changing after using seven months mobile heats up, now battery charging has become very, very slow and mobile heats up like a heater can't even touch final verdict useless one star because that's the minimum "
1951,I am using this phone for months there is the only issue I found in this phone sometime it lag in game like muff battery back up is bad processor use too much energy otherwise best selling phone in this range 
1952,except heating issue others aspects are fine while charging heat is generating very heavily
1953,"Ok, but not so good lack some general features like call recording internet speed etc."
1954,not satisfied don't buy it 
1955,very good product battery Bacup excellent sound quality is medium not that much better
1956,nice mobile phone
1957,not a good phone ui is bad bluetooth do not function property
1958,no gallery icon overall it is ok 
1959,The phone is good but the battery is not up to the mark as per specification
1960,I'm satisfied from this mobile
1961,nice features
1962,Received the handset found the audio jack not working properly got it replaced same problem was there finally returned it and going to buy some moto product hate it product does not stand up to its expectations at all what good are amazing specifications when the product hardware has such major faults 
1963,"three star because this phone has a major problem which is its Bluetooth when connected to any Bluetooth device, be it headset or speaker the sound is very distorting and then disconnects this has been raised by almost everybody in Lenovo forum, but no solution as of now if you would be playing music on Bluetooth or phone on Bluetooth don't buy this phone "
1964,camera good battery good only problem is heating while playing games 
1965,not look like a premium phone
1966,when the system update then the phone will be hugging and android version will now be supported but battery backup charging is good
1967,Thanks again amazon for day delivery Lenovo k its fabulous phone looks wise built up quality n Spcl thanks to the battery 
1969,a perfect mid range mobile with awesome features in affordable cost all can buy it without any option
1970,"best phone, but camera quality is ok, not good enough "
1971,not good pls call me
1972,poor battery backup 
1974,nice and very good model
1975, star
1976,I am giving one star as star is not available bad phone with above average camera frequent restarts heating battery drainage not user friendly k note is much better already asked to return and refund don't buy k note
1977,very good
1978,It's a super excellent product which I received from amazon thank you and the package was packed very well
1979,nice product 
1980,my mobile not getting charged now with ll does for that where I ll go for service 
1981,second SIM isn't working and mirror cast also not working worts phone with Lenovo company
1982,nice mobile
1983,very poor quality
1984,getting hot from backcharger is not so fast take around hour to full charge
1985,Great features at reasonable price
1986,good mobile best one
1987,this phone is not a good buzz heating problem is more its not good how is solved 
1988,I want to return my phone
1989,no doubt it's a great phone fast charging really works 
1990,Lenovo k note for great front camera good rear camera bokeh effect is good only in well lit conditions very good performance better battery 
1991,camera is great both front and rear similar to v plus and oppo selfie but only android version is there no user interface so no customization option I say no you can't even change ringtone ND no applocker inbuilt 
1992,pathetic mobile no sound getting hung after updating to oreo 
1993,"when it was new it worked well, but now after months it horrible camera doesn't open many apps crashdepth mode is not working properly I have visited the service center got temporary solution but then again same issue"
1994,trying to call also phone is getting hanged just month old mobile don t go with the Lenovo k note 
1995,"worst product amazon doesn't even refund easily, even though mobile is not working properly worst experience ever with the manufacturer as well as seller "
1997,Fuller wasn't Veda playing properly and also soon break when connected to Bluetooth not prepared to purchase 
1998,worst phone ever purchased
1999,best mobile with excellent features and performance turbo charging is one of the best features 
2000,"what the hell is this I buy a lenova k note before month now, this condition is very worst charge dry very fast and charging is very slow and heat  produced very very worst mobile"
2001,very cool phone easy to handle with almost complete features and specification 
2002,awesome
2004,The camera was not clear
2005,ghatiya productbattery bahut jaldi discharge ho rhi phone heat karta h lenovo ne ye kya product nikala haur amazon ke customer care executive wo aur mahanamazon se kuch kharidna hi nahi chaiye
2006,good not better
2007,"please refrain from getting cheated by buying this phone in the form of a stock android as this phone has regressed a great deal from the previous k series phones it does not have many important features like long screenshot, etc. and screen casting mirroring is only possible if you buy chrome cast device separately the menus have changed from the previous version and are very user unfriendly Lenovo has taken a big step in alienating loyal customers by releasing this substandard phone to our markets and I caution all potential buyers to beware or end up feeling cheated like I am "
2008,k note satisfied when compared to same range mobiles in the market slightly dissatisfied with cam quality rest all okpros good battery capacity mAh dual rear cameras cons non removable battery and weights about gms little heavier 
2009,this phone is not truly dual SIM g and after updating it with android it is totally wastage of money heating problem slow charging digital Dolby sound is gone mobile data tab is not working battery backup is very poorer v Singh
2010,good
2011,good
2012,this phone after getting the oreo update is completely useless it gets heated like a pan you can literally cook does on the phone lags like snail turbo charge takes hours to charge when contacted the Lenovo customer care about the issue they are even clueless of the issue and asking me to wait for official update from Lenovo which they are also not sure when it will be released if you buy the phone don't damn update the phone with new software use it with the stock OS android nougat x version 
2013,battery life is crap rest is ok
2014,good product could have been better 
2015,"very good phone with both of two camera front camera also awesome, but rear camera can take photos with blur sound quality also good with Dolby Atmos music key works well overall in this price range Lenovo k note is a good performance phone I love my phone"
2016,good mobile
2017,bad product
2018,excellent I have been using it for a long time now simply amazing battery is good camera is fine too overall pretty satisfying at this price
2019,The screen mirroring option is not available speaker quality is not goodcamrea result worse
2020,"The camera is very very very poor don't trust this its say mg pixel, but the pics are very poor in quality when you zoom into a pic the photo gets blurred it is not up to the mark my opinion out of my give rank for camera overall performance is good but the camera is very bad not even expected of such a low quality camera"
2021,nice product
2022,"nice mobile good touch nice look, good performance the only one thing is battery drain is fast after me "
2023,third class mobile does no buy
2024,nice
2025,price worth mobile 
2026,"ordered this phone for my wife after buying Lenovo k power design is good, but speaker sound surprisingly disappointing no where near to k power came to know that turbocharger is not actually a fast charger boom another surprise verified camera and its nothing great compared to the way it is marketed overall feeling little disappointed considering I was expecting it better thank power recommendation nothing great you can skip this one and wait for me pro or more reviews of moto g plus "
2027,nice phone I was using this phone more than three weeks there is no issue still I found 
2028,it is better than my expectations 
2029,"I have brought this product in Oct but for six months I am facing the heat issue in charge and calling from month managing to work with this, but its become worst condition now phone is in warranty anyway to exchange this product"
2030,value for money
2031,not good
2032,"nice piece though very crudely packed, timely delivered "
2033,"The faulty piece received facing problem in touch screen keypad operating automatically apps call history dialling pads, etc. opening itself, even not touching to the handset bad experience of purchasing through amazon "
2034,"worst phone ever never going to buy Lenovo products ever brought this phone months ago and I was quite happy with the performance initially, but yesterday it was just fell off the bed and the display cracked it cost me k for new display so overall I had paid k for this phone which I don't think it worth, but I had no option suggest everyone to stay away from Lenovo products Lenovo may offers you high configuration phones reasonable rates but believe me guys their maintenance is way expensive god bless Lenovo consumers good luck "
2035,awesome 
2036,good
2037,"not a good phone it s not even been month completed, there a damage with the phone phone is getting over heated I want the phone back and neither I will pay the amount I took it for Emmy"
2038,no dual camera just a showcase
2039,"overall the phone is very good, but the heating issue stops you from playing heavy games or apps"
2040,awesome
2041,"the product is too good, but the new update with oreo is very bad that's why, given stars overall phone is too good I have used till months and have been great till now "
2042,heat issue is there otherwise is its a everything fine 
2043,"good one working properly no lags, no heating issues go SIM working properly I love this product good configuration camera is also superb "
2044,good phone
2045,The product is good
2046,battery problem
2047,"I purchase this phone after many researches cameras are better at this price point battery fhd display is good almost everything is fine, but some cons are there also usable memory is less than half of GB phone takes a lot of time to start except this the phone is best and really a killer note "
2048,"turbo charging taking hours to get full charge while device is on and taking hours to get full charge while device is switched off, then after battery is draining like anything I'm not a heavy user, but this phones battery draining in just hours I feel I'm wasted my money on this device I'm not going to trust Lenovo anymore n moreover ill spared my experience and discourage my folks towards Lenovo products "
2049,nice phone k 
2050,"this is a really faster than snapdragon every app opens fast, but the bokeh effect is very poor very bad book effect selfie camera best"
2051,great
2052,very nice mobile 
2053,battery back up not good 
2054,very poor handset please take it back
2055,phone overheats way too quick mAh battery barely stays of gaming I used ready-made note pro before this same mAh battery but note can handle hours of gaming easily lastly turbo charging is joke in hours mins most of the time 
2056,sometimes getting heat remaining everything best
2057,"good product, but the bokeh effect not works well otherwise acceptable "
2058,not so good
2059,very nice phone 
2060,good phone at affordable cost with all features 
2061,The camera was so clarity battery stands long time 
2062,good product
